artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Shawn Mendes,Handwritten,A Little Too Much,1T7AiFL9ruKKwlONN35Vh0,0.451,0.507,11,-6.24,1,0.0316,0,0.108,0.564,165.76,187027,4,sad_songs
Haley Reinhart,Better,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,0.41,0.0485,0,-13.918,1,0.038,0,0.108,0.247,137.97,173175,4,sad_songs
Ariana Grande,My Everything (Deluxe),Just A Little Bit Of Your Heart,5lvnGiTAH9BVlJLHc0DXZz,0.439,0.322,9,-5.959,1,0.028,0,0.103,0.16,77.963,232587,4,sad_songs
Sam Smith,In The Lonely Hour (Drowning Shadows Edition),Make It To Me,2uCMaUojwuqr8CRGsLoPa6,0.456,0.379,1,-8.573,1,0.0685,3.1e-06,0.0983,0.225,149.967,162732,4,sad_songs
Justin Bieber,Purpose (Deluxe),Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb,0.558,0.296,10,-9.18,1,0.0427,0,0.108,0.463,76.04,234787,4,sad_songs
Adele,21,Turning Tables,5O6yk6U8L3rTbFsIwuqe8H,0.305,0.452,0,-6.077,0,0.0293,1.68e-05,0.129,0.21,79.83,250133,4,sad_songs
Bruno Mars,It Will Rain,It Will Rain,4rMNgxEwGWoPHIUcvB5BrB,0.574,0.824,2,-6.885,1,0.0463,0,0.0816,0.434,149.981,257848,4,sad_songs
The Cinematic Orchestra,Ma Fleur,To Build A Home,3AqPL1n1wKc5DVFFnYuJhp,0.264,0.128,9,-15.443,1,0.034,0.352,0.105,0.0774,148.499,370667,4,sad_songs
Snow Patrol,Eyes Open (International Package with bonus live tracks),Chasing Cars,0x6Y6ikSyS17NxfhWsgENm,0.56,0.595,9,-4.53,1,0.0274,6.47e-05,0.132,0.144,104.011,267960,4,sad_songs
Sam Smith,In The Lonely Hour (Drowning Shadows Edition),Lay Me Down,64GRDrL1efgXclrhVCeuA0,0.468,0.19,4,-11.138,1,0.0373,0,0.107,0.326,125.319,219536,4,sad_songs
Justin Bieber,My World 2.0,That Should Be Me,0aPZbnkMoWJaJ5CNVLCj8S,0.552,0.603,8,-5.71,1,0.0334,0,0.151,0.231,139.908,232720,4,sad_songs
Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0,0.196,0.291,143.95,223347,4,sad_songs
Adele,25,All I Ask,1wMALZpuqAy7amQsFBWQ8m,0.587,0.283,4,-5.473,1,0.0279,0,0.149,0.343,141.961,271800,4,sad_songs
Lund,Broken,Broken,79DF4VeuuI0Y7NOrimSmR5,0.827,0.599,0,-2.046,1,0.0414,0.000646,0.108,0.13,134.003,200597,4,sad_songs
Taylor Swift,Look What You Made Me Do,Look What You Made Me Do,2VjtYe7gpfUi2OkGxR2O2z,0.767,0.671,9,-6.416,0,0.142,1.12e-05,0.129,0.474,128.072,211859,4,sad_songs
Adele,21,Someone Like You,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9,-8.251,1,0.0285,0,0.0975,0.285,135.109,285040,4,sad_songs
Jhené Aiko,Sail Out,The Worst,2wBCrtJS3E3TimRZ5MElTI,0.539,0.414,1,-9.156,0,0.0601,1.3e-06,0.143,0.123,94.895,254493,4,sad_songs
Alex & Sierra,It's About Us,Bumper Cars,62UQgDAEzQuKDwa0Lf8wt8,0.428,0.274,3,-7.363,1,0.0394,0,0.102,0.176,145.067,240173,4,sad_songs
Amber Run,5AM (Expanded Edition),I Found,5zT5cMnMKoyruPj13TQXGx,0.389,0.302,7,-12.485,0,0.0438,0.00567,0.104,0.234,124.956,273000,4,sad_songs
The Neighbourhood,I Love You.,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0177,0.101,0.398,124.053,240400,4,sad_songs
Us The Duo,Public Record,One Last Dance,34p2uL1CvmaHn3uLfOKt8d,0.466,0.161,7,-14.498,1,0.0492,0.000238,0.231,0.171,139.167,224848,3,sad_songs
Michael Bublé,Call Me Irresponsible,Lost,6vhYDNMZgffPwcdXdvMqCS,0.518,0.354,11,-9.141,1,0.029,0.00055,0.114,0.315,137.749,219840,4,sad_songs
James Arthur,James Arthur (Deluxe),Impossible,5yVIlYEHZxQVLyInCdldoS,0.376,0.696,0,-4.785,0,0.0949,0,0.11,0.303,169.515,209440,4,sad_songs
SoMo,The Answers,Just A Man,6FO4qmWqhavG6VKMVXQMGA,0.4,0.461,7,-6.869,1,0.0329,0,0.107,0.264,116.371,249440,3,sad_songs
Ella Eyre,Ella Eyre,We Don't Have To Take Our Clothes Off,48wSJ6NhMFYYB6LjdnPNjM,0.572,0.231,0,-6.316,0,0.0334,3.88e-06,0.111,0.332,96.729,230711,3,sad_songs
Sam Smith,In The Lonely Hour,Like I Can,4iOoHmJJiqyTxsXSa5uELv,0.652,0.632,7,-6.612,0,0.0375,1.2e-05,0.124,0.484,99.952,167066,4,sad_songs
X Ambassadors,VHS,Unsteady,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,-6.169,1,0.0644,0.000732,0.116,0.199,117.055,193547,4,sad_songs
Michael Schulte,Wide Awake,You Said You'd Grow Old With Me,41WTP0gosjYD74B06uS2tL,0.531,0.347,0,-7.044,1,0.0345,0,0.0935,0.289,114.441,224743,4,sad_songs
James Bay,Chaos And The Calm,Let It Go,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1,-10.396,1,0.0288,1.65e-05,0.107,0.246,147.464,260533,4,sad_songs
Miranda Lambert,Revolution,The House That Built Me,02eD9ymfJOJOhM97HYp5R9,0.515,0.3,5,-8.005,1,0.0289,8.46e-06,0.115,0.206,81.12,236627,4,sad_songs
XXXTENTACION,SAD!,SAD!,35ieKju5aLWFN5UgfJ27mL,0.74,0.613,8,-4.88,1,0.145,0.00372,0.123,0.473,75.023,166568,4,sad_songs
XXXTENTACION,changes,changes,4PANCoXZX3RaT2D6mqSdEU,0.694,0.319,11,-10.061,1,0.0303,0,0.095,0.493,129.797,121969,4,sad_songs
AURORA,All My Demons Greeting Me As A Friend (Deluxe Version),Runaway,2GMVFDUyBScHFjYlajlF0A,0.422,0.302,11,-9.214,1,0.0372,7.83e-05,0.104,0.123,114.089,248827,4,sad_songs
Timmies,Passion & Confusion,Soft Skin,3rfupJaqyid3F5Fq3WMZp7,0.9,0.107,0,-19.516,0,0.13,0.00454,0.108,0.715,106.074,117748,4,sad_songs
Daughter,Wild Youth EP,Medicine,7H8fBamGUheu0DSpp3pj03,0.243,0.313,3,-12.069,1,0.0285,0.237,0.593,0.22,92.975,258973,3,sad_songs
James Arthur,Back from the Edge,Safe Inside,5ooilrQAnOJbUjq7IDm8lY,0.317,0.547,8,-6.549,1,0.0366,0,0.121,0.11,117.332,222173,4,sad_songs
blackbear,Deadroses,Idfc,6y6jbcPG4Yn3Du4moXaenr,0.63,0.5,1,-8.755,0,0.0611,4.04e-05,0.114,0.315,144.871,245172,4,sad_songs
XXXTENTACION,?,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,-11.192,1,0.0993,0.000993,0.137,0.271,119.705,160184,4,sad_songs
XXXTENTACION,?,before I close my eyes,16x9bQHw8TBNaGDyULvwad,0.356,0.143,9,-15.148,1,0.0388,1.89e-05,0.111,0.334,75.522,99658,4,sad_songs
Khalid,American Teen,Coaster,39KG4kom3enSx4GTThuDGt,0.441,0.219,8,-14.586,1,0.0419,0,0.115,0.244,94.021,199120,4,sad_songs
Halsey,hopeless fountain kingdom (Deluxe),Sorry,44n97yHySt0Z9rqPaXgjCK,0.513,0.25,5,-9.376,0,0.0367,0,0.117,0.351,74.103,220541,4,sad_songs
Drake,Take Care (Deluxe),Doing It Wrong,4eSGSqP2TZvvX0kadZZttM,0.397,0.172,6,-15.698,0,0.0445,6.78e-05,0.108,0.123,101.275,265120,4,sad_songs
Queen Naija,Medicine,Medicine,4lFfMRH0YH4pW5gczTDbNC,0.741,0.37,8,-8.437,0,0.324,0,0.118,0.13,116.06,219136,4,sad_songs
Sofia Karlberg,All The Stars,All The Stars,6By7bdjfyDOXiIjKXLoZ35,0.468,0.289,1,-10.788,1,0.0395,0,0.108,0.336,81.952,248586,4,sad_songs
Jessie Reyez,Kiddo,FIGURES,3U3J5v3rkx89WnFEQvAJD5,0.6,0.139,7,-8.975,1,0.0464,9.5e-06,0.0918,0.256,171.041,240907,3,sad_songs
Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0,0.095,0.12,115.284,200186,4,sad_songs
Billie Eilish,dont smile at me,hostage,1WsEgieHsWWndAzLkmV105,0.427,0.123,9,-15.228,0,0.0497,3.12e-05,0.0732,0.0394,129.565,229426,5,sad_songs
Upon A Burning Body,Southern Hostility,King of Diamonds,3zNY82PSurFYaMsbYLmg5h,0.417,0.969,4,-4.67,1,0.197,0.263,0.151,0.298,148.059,205145,4,angry_songs
Infant Annihilator,The Elysian Grandeval Galèriarch,Unholy Gravebirth,16A8guDmx9hibgSPEWSMzs,0.183,0.989,6,-3.881,1,0.406,0.906,0.317,0.0397,87.474,288085,4,angry_songs
Thy Art Is Murder,Dear Desolation,Slaves Beyond Death,5hu652Q2PmJu9VLSviYUL2,0.298,0.996,4,-3.257,1,0.259,3.44e-05,0.226,0.0482,99.583,224795,4,angry_songs
Fog Of War,Here Lies Humanity,Victims of Progress,25e6gC07gUFal0t83pl3se,0.482,0.944,0,-6.504,1,0.0621,0.00016,0.0699,0.603,97.439,363920,4,angry_songs
Behemoth,The Satanist,Ora Pro Nobis Lucifer,0xwfDhU1YaXmNFnwhToFrT,0.106,0.986,1,-4.179,1,0.106,7.67e-05,0.0719,0.0557,175.981,335213,4,angry_songs
Children Of Bodom,"Holiday At Lake Bodom, 15 Years of Wasted Youth",Are You Dead Yet,1RJfhgykgVJBNKJ4bEqCeS,0.466,0.954,8,-3.0,1,0.0496,0.269,0.306,0.323,96.023,234840,4,angry_songs
Children Of Bodom,Hate Crew Deathroll (US Editiion),Needled 24 / 7,0rAWoExDCUNMfp85ZLsv5W,0.427,0.922,7,-4.086,1,0.0492,0.849,0.292,0.555,96.007,248600,4,angry_songs
Gwar,War Party,Bring Back the Bomb,3c24aM7SuRNtiq4Bu66VXe,0.43,0.979,1,-4.98,0,0.112,0.0183,0.306,0.278,89.809,263440,4,angry_songs
Municipal Waste,Massive Aggressive,Shredded Offering,5FEYct5uux9NXIo09NxnCZ,0.399,0.991,7,-4.37,1,0.162,4.83e-06,0.524,0.264,107.5,148747,4,angry_songs
Thy Art Is Murder,Hate,Reign Of Darkness,398Mve6JY33JOHVvVlqxCa,0.392,0.966,9,-3.863,1,0.172,0.0473,0.239,0.0764,139.83,215227,4,angry_songs
Meshuggah,ObZen,Bleed,4E6wpXABj8XosZEPXZz2OK,0.242,0.998,3,-5.64,0,0.0895,0.88,0.284,0.18,114.831,442733,4,angry_songs
Arch Enemy,Doomsday Machine,Nemesis,27sTzAelgljD6Uxp88BqA3,0.246,0.954,8,-3.811,1,0.0975,0.291,0.126,0.164,97.553,252280,4,angry_songs
Behemoth,Demigod,Conquer All,2MYdLzcBnDnk97PutLCRWP,0.3,0.927,6,-5.824,1,0.0823,0.894,0.0748,0.255,91.348,211267,4,angry_songs
Thy Art Is Murder,Hate,The Purest Strain Of Hate,1f6cPcu1NNq2hONTME4L6m,0.466,0.986,11,-3.465,1,0.197,0.0306,0.284,0.244,135.063,205107,4,angry_songs
After The Burial,Dig Deep,Lost In The Static,5QLH7zAdcAJLgR25gtvtoK,0.602,0.955,6,-4.888,1,0.154,0.0133,0.207,0.193,126.009,273194,4,angry_songs
Thy Art Is Murder,Dear Desolation,Puppet Master,5jPXlhycFHVAFM34Z2w9TW,0.322,0.996,9,-2.307,1,0.225,0.0,0.342,0.0846,138.695,195790,4,angry_songs
Behemoth,The Apostasy,At the Left Hand Ov God,35YJIob7hLxwWW0TCuZ4MQ,0.31,0.978,3,-6.09,1,0.13,0.563,0.403,0.113,124.384,298387,4,angry_songs
Born Of Osiris,Tomorrow We Die Alive,Machine,7sxiG6BuAb28nh3qGmbz7L,0.443,0.991,1,-3.458,1,0.281,0.000579,0.106,0.0519,155.045,264774,4,angry_songs
The Black Dahlia Murder,Miasma,Statutory Ape,28Tr02JcJSJCgz1z6dUN9b,0.443,0.993,0,-4.833,0,0.122,0.0287,0.0744,0.0403,106.239,222280,4,angry_songs
Cannibal Corpse,Kill,Make Them Suffer,1zXTJp4mMwu2y69LajfzFK,0.297,0.973,1,-4.505,1,0.151,0.918,0.139,0.234,102.757,170520,4,angry_songs
Municipal Waste,Waste 'em All,Waste 'em All,38PpFBefxGSglYafleTJ3H,0.285,0.938,11,-5.638,0,0.246,4.82e-06,0.293,0.634,166.983,90667,4,angry_songs
Beastie Boys,Ill Communication,Sabotage,0Puj4YlTm6xNzDDADXHMI9,0.324,0.938,6,-7.332,0,0.102,0.0321,0.0961,0.543,168.131,178440,4,angry_songs
Thy Art Is Murder,No Absolution,No Absolution,05tozcWTaADJf234UOMFW6,0.492,0.992,11,-2.042,0,0.209,0.0,0.0907,0.133,140.023,201877,4,angry_songs
The Black Dahlia Murder,Nocturnal,What a Horrible Night to Have a Curse,430xmK8Tw4J4VG8PxCqO4I,0.507,0.993,5,-3.44,1,0.139,0.000665,0.0804,0.104,108.012,230693,1,angry_songs
Thy Art Is Murder,Dear Desolation,Dear Desolation,5hqUutStMh9LpSCIFz0FVj,0.492,0.996,3,-2.404,1,0.15,0.0,0.316,0.0794,95.016,201016,4,angry_songs
Slayer,Reign In Blood,Raining Blood,01Mpj13vURSO3cCLprPt5T,0.294,0.995,1,-4.383,0,0.168,0.331,0.128,0.0379,88.777,254400,4,angry_songs
Behemoth,Demigod,Slaves Shall Serve,2MIWSB8morOAJesoL1jIOV,0.261,0.986,6,-5.488,1,0.288,0.343,0.192,0.142,135.993,187013,4,angry_songs
Ed Sheeran,x (Deluxe Edition),Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0,0.184,0.591,78.998,281560,4,love_songs
Rihanna,ANTI (Deluxe),Love On The Brain,26QRPeQOgmIGLCQKgoUJkG,0.509,0.637,4,-4.83,0,0.0471,1.08e-05,0.0789,0.378,172.006,224000,3,love_songs
James Arthur,Say You Won't Let Go,Say You Won't Let Go,1Pw5C4N6Fn5E4mGCxmbbVa,0.4,0.564,10,-7.444,1,0.0523,0,0.0863,0.483,99.269,211240,4,love_songs
JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending - feat. Julia Michaels,2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1,-10.086,1,0.129,0,0.109,0.604,75.801,208687,4,love_songs
Lewis Capaldi,Breach,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,0.501,0.405,1,-5.679,1,0.0319,0,0.105,0.446,109.891,182161,4,love_songs
Lady Gaga,Shallow,Shallow,5lK18Pt33xNudq4qYDxIm8,0.572,0.385,7,-6.362,1,0.0308,0,0.231,0.323,95.799,215733,4,love_songs
John Legend,Love In The Future (Expanded Edition),All of Me,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0,0.132,0.331,119.93,269560,4,love_songs
Birdy,Birdy (Deluxe Version),Skinny Love,0HRshWRNAwQBROvxXqG3i9,0.379,0.29,4,-8.485,1,0.051,0.00106,0.118,0.169,166.467,201080,4,love_songs
Calum Scott,Only Human (Deluxe),Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.682,0.173,1,-8.749,1,0.0314,3.26e-05,0.0983,0.236,112.663,260285,4,love_songs
Florence + The Machine,You've Got The Love,You've Got The Love,0fPf9CDFzVnHpcfld5XVtO,0.571,0.708,6,-4.74,1,0.0329,0,0.125,0.398,109.899,168667,4,love_songs
LEFT.,Love,Love,6O7lFX7U5ZPgfGAZsikDQo,0.758,0.533,11,-9.091,0,0.128,2.38e-05,0.113,0.34,114.942,221808,4,love_songs
Adele,19,Make You Feel My Love,0mqTcM8kuu2IYPotMt7AzS,0.559,0.172,10,-10.636,1,0.0291,0.000383,0.105,0.0955,77.025,212040,4,love_songs
Lana Del Rey,Young And Beautiful,Young And Beautiful,5UzTtUZper0CphnqZYvsIu,0.319,0.426,11,-8.929,0,0.0382,8.23e-06,0.108,0.159,114.553,236053,4,love_songs
James Bay,Chaos And The Calm,If You Ever Want To Be In Love,02fZLz9BmmOKb5wkueM9D4,0.683,0.837,0,-5.46,1,0.0307,2.98e-05,0.0627,0.565,115.933,238973,4,love_songs
Noah Cyrus,July (feat. Leon Bridges),July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,0.708,0.211,9,-9.603,0,0.0424,0,0.131,0.362,72.5,152280,4,love_songs
Camo Columbo,Cold Nights,Cold Nights,1q3AoLCoawd8Gpm9wP7sHi,0.941,0.421,11,-7.918,0,0.0583,9.34e-05,0.0967,0.787,107.011,189813,4,love_songs
Dean Lewis,Be Alright,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0,0.0813,0.443,126.684,196373,4,love_songs
Maren Morris,The Bones (with Hozier),The Bones - with Hozier,1yTTMcUhL7rtz08Dsgb7Qb,0.561,0.597,11,-6.0,0,0.0405,0,0.0979,0.355,76.826,197299,4,love_songs
Sam Smith,In The Lonely Hour,Stay With Me,2whoe0pPKh4JRn6eWSIqTV,0.414,0.419,0,-6.431,1,0.0388,0.000195,0.11,0.18,84.082,172724,4,love_songs
Alicia Keys,Show Me Love,Show Me Love,0XPlSuCVQ1nOhzTpFgnDSz,0.531,0.491,5,-5.47,0,0.042,0,0.0703,0.521,129.38,194998,4,love_songs
Various Artists,13 Reasons Why (A Netflix Original Series Soundtrack),The Night We Met,3FsBtu3gdlfZjBLXyDvmj1,0.441,0.369,2,-9.644,1,0.046,0.207,0.641,0.115,174.152,206933,3,love_songs
Johnning,Last Time,Last Time,7v3tuzPub1Qd490tiVddwF,0.628,0.587,7,-5.195,1,0.0441,0,0.156,0.4,140.01,202480,4,love_songs
Harry Styles,Adore You,Adore You,1M4qEo4HE3PRaCOM7EXNJq,0.676,0.771,8,-3.675,1,0.0483,7e-06,0.102,0.569,99.048,207133,4,love_songs
Ingrid Michaelson,Be OK,You and I,4oeRfmp9XpKWym6YD1WvBP,0.697,0.298,0,-7.635,1,0.0551,0,0.0874,0.509,134.216,148707,4,love_songs
Coldplay,Ghost Stories,Magic,23khhseCLQqVMCIT1WMAns,0.738,0.483,6,-8.915,0,0.0403,0.616,0.106,0.355,93.458,285014,4,love_songs
Tiz McNamara,Falling Asleep,Falling Asleep,1FunUekKzZ9Mgt3BMYCrfF,0.537,0.201,2,-12.948,1,0.033,0.00163,0.077,0.196,134.087,202400,4,love_songs
LP,Death Valley,Lost on You,2kz40rIHjfGYxurLiuCBp9,0.433,0.724,5,-6.126,0,0.0372,0,0.0918,0.689,174.006,268105,4,love_songs
The Maccabees,Colour It In,Toothpaste Kisses,4BAWCedKFfdwxPFmFv4DMG,0.462,0.427,9,-13.333,1,0.0792,0.101,0.37,0.476,101.675,159320,3,love_songs
John Mayer,Carry Me Away,Carry Me Away,6TL3MOcVW8i1UiJkvhpDbR,0.703,0.668,4,-7.746,1,0.0289,0.000408,0.0963,0.659,120.005,156987,4,love_songs
Mokita,Take It Back,Take It Back,4Q45zEpgK7xJB6KkTG23pr,0.71,0.72,1,-7.554,1,0.0409,2.49e-06,0.0936,0.429,132.99,161654,4,love_songs
Khalid,Suncity,Saturday Nights,7vGGAJBkHKxKtOnGjQduDV,0.54,0.439,10,-8.591,1,0.115,1.93e-05,0.0993,0.371,167.908,209547,4,love_songs
Valentin,Somewhere Only We Know,Somewhere Only We Know,1EwyAL8SdJpIX0M9b1ArAp,0.472,0.305,8,-11.465,1,0.0295,0,0.142,0.584,165.9,193750,4,love_songs
Fenne Lily,On Hold,On Hold,6mCbwUSCaYRv2AlzLid3lf,0.588,0.398,1,-9.517,0,0.034,0.000173,0.176,0.117,150.049,158785,5,love_songs
Vance Joy,Dream Your Life Away,Mess Is Mine,7BVwi9cIzSc6tpyxsp47vJ,0.595,0.723,7,-8.256,1,0.0349,0.0286,0.0995,0.272,108.043,223640,1,love_songs
LEFT.,Indigo,Indigo,2qoKkOBw3dAd8AlITOQ2Ca,0.503,0.504,0,-6.843,0,0.416,1.59e-06,0.122,0.67,85.39,196589,4,love_songs
Bruno Major,The Most Beautiful Thing,The Most Beautiful Thing,7EncNzyGs8uJiQittB38ef,0.806,0.362,7,-10.381,1,0.0345,0.045,0.111,0.42,127.502,235427,4,love_songs
Maggie Rogers,Love You For A Long Time,Love You For A Long Time,6QTPacyXkZWG9FMwq6L1hJ,0.707,0.67,9,-6.137,1,0.0323,0.00283,0.109,0.822,112.993,223120,4,love_songs
Jordan Parker,Sex Money Feelings Die,Sex Money Feelings Die,56mC2rMRb3tCFiFum4XfQN,0.731,0.471,11,-7.888,1,0.0425,0,0.097,0.411,111.928,143571,4,love_songs
Shawn Mendes,Illuminate,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.819,10,-4.078,0,0.341,0,0.107,0.747,82.695,187973,4,love_songs
Noah Kahan,Hurt Somebody,Hurt Somebody,7apizLyhMRutg3ccXvr2qv,0.633,0.559,6,-5.135,1,0.313,0,0.262,0.473,114.987,168640,4,love_songs
Valentin,Fix You,Fix You,0x4CFzoSdqVq5qTGgwZFuX,0.5,0.185,1,-13.209,1,0.0302,0,0.0827,0.159,140.148,240000,4,love_songs
The Beatles,1 (Remastered),All You Need Is Love - Remastered 2015,56rXurvdpjoSIVggfd5ANS,0.397,0.625,7,-5.829,1,0.0347,5.47e-06,0.263,0.676,104.54,227760,4,love_songs
Mary J. Blige,The Breakthrough,One,6KaNwZrqpYck0ym4ZsSq3C,0.344,0.874,0,-3.161,1,0.0777,0,0.129,0.269,185.888,260467,4,love_songs
Charlie Burg,Channel Orange In Your Living Room,Channel Orange In Your Living Room,27AJf1VXuh3h6QsqQBOLxf,0.698,0.604,11,-6.489,1,0.0494,0,0.07,0.832,118.692,158373,4,love_songs
The Lumineers,Ophelia,Ophelia,0IOFbRuU9O7BsRMVBT6Rbo,0.664,0.576,5,-6.429,1,0.0286,0.000198,0.0902,0.621,76.026,160097,4,love_songs
Emeli Sandé,Breathing Underwater,Breathing Underwater,4n2eqW2yhgRimam8czpH8j,0.252,0.565,3,-8.549,1,0.0581,6.46e-05,0.515,0.215,80.335,262939,4,love_songs
Lauv,~how i'm feeling~ (the extras),Love Like That,2tSDwInMbSGmUySTeUgO5e,0.679,0.481,3,-9.045,1,0.0593,1.02e-05,0.284,0.486,80.011,184557,4,love_songs
Ben E. King,Don't Play That Song (Mono),Stand by Me,3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,7.07e-06,0.0707,0.605,118.068,180056,4,love_songs
Jeremy Zucker,comethru,comethru (with Bea Miller),0PgYPBGqF6Wm5KFHQ81nq5,0.757,0.192,0,-11.842,1,0.0515,0,0.606,0.595,94.024,181627,4,love_songs
Camo Columbo,Tortuga,Tortuga,1cIFheUqeSjLHe23fiVXc6,0.708,0.633,3,-5.112,0,0.218,4.11e-05,0.448,0.603,173.955,163621,4,love_songs
Rihanna,Unapologetic (Deluxe),Stay - Album Version (Edited),5eOcg7yCTC8o09p6iTTcmr,0.633,0.319,9,-10.24,0,0.0273,2.77e-05,0.114,0.105,111.925,240707,4,love_songs
Paolo Nutini,These Streets,Last Request,6xM8oBy40nK1rOd8WmoOPx,0.605,0.704,5,-6.564,1,0.0476,0,0.137,0.4,80.925,220413,4,love_songs
Queen,Queen 40 Limited Edition Collector's Box Set Vol. 2,Crazy Little Thing Called Love - Remastered 2011,6LRIeceMebqu7TmyyXCRTA,0.599,0.762,0,-6.887,1,0.0423,4.43e-06,0.35,0.715,76.961,163373,4,love_songs
Ella Mai,Trip,Trip,7noud145AHZGg74vpWOsCa,0.717,0.605,11,-5.68,0,0.075,0,0.138,0.387,81.047,217118,4,love_songs
Jack Johnson,In Between Dreams,Better Together,2iXdwVdzA0KrI2Q0iZNJbX,0.871,0.346,5,-9.481,1,0.0522,9.24e-06,0.108,0.659,110.054,207680,4,love_songs
Hozier,From Eden EP,From Eden,1yi8EOTpKeVK4cj5HS8DRp,0.484,0.528,0,-6.951,1,0.0424,2.57e-05,0.107,0.408,109.361,222427,4,love_songs
Ashe,Moral of the Story,Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,0.572,0.406,10,-8.624,1,0.0427,4.48e-06,0.102,0.265,119.812,201084,4,love_songs
Niall Horan,Put A Little Love On Me,Put A Little Love On Me,1hCTxutVVYvggAQcUUUZAT,0.584,0.465,10,-4.88,1,0.0262,0,0.106,0.299,95.969,224586,4,love_songs
Tanjent,Tanjent,Flaw After Flaw,1FqCl8cpz7pydnYha1AlKZ,0.713,0.535,7,-7.187,1,0.0357,4.59e-06,0.279,0.503,122.006,180984,4,love_songs
Keane,Hopes and Fears (Deluxe Edition),Somewhere Only We Know,5LOaKdW9D2Gl9neAN94NbR,0.445,0.59,9,-6.747,1,0.0258,1.08e-05,0.0832,0.334,172.016,237547,4,love_songs
Leon Bridges,Beyond,Beyond,5esPpmrM2AsyDVgOKzWQwU,0.58,0.687,6,-5.4,1,0.106,0,0.109,0.187,76.014,240600,4,love_songs
The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),God Only Knows - Remastered,6iGU74CwXuT4XVepjc9Emf,0.521,0.487,6,-7.525,0,0.0299,0,0.0579,0.483,117.072,173040,4,love_songs
Lukas Graham,Love Someone,Love Someone,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,9,-6.557,0,0.052,0,0.108,0.274,172.065,205463,4,love_songs
KALEO,All the Pretty Girls,All the Pretty Girls,2eiY8qXiV6yReXSeuoplns,0.466,0.496,1,-6.606,1,0.0302,6.22e-06,0.117,0.352,74.747,269893,4,love_songs
Death Cab for Cutie,Plans,Soul Meets Body,6Wuv7MrhesuDsuGv8vcrOd,0.63,0.772,2,-8.366,0,0.0251,0.000432,0.116,0.717,128.133,230907,4,love_songs
James Blunt,Back to Bedlam,You're Beautiful,5pbajJXEPdcoXQPXoAVR1t,0.675,0.479,0,-9.87,0,0.0278,1.76e-05,0.088,0.454,81.998,209493,4,love_songs
Elvis Presley,Elvis 75 - Good Rockin' Tonight,Burning Love,4VK3MDt1FAP101D0mnFJkz,0.668,0.722,2,-11.641,1,0.0283,0.00662,0.345,0.969,143.547,169680,4,love_songs
Joss Stone,The Best Of Joss Stone 2003 - 2009,L-O-V-E - Long Version,4MymCsjbOkhuP2kWNSZgLo,0.527,0.78,11,-5.654,0,0.0651,8.59e-05,0.166,0.645,94.693,168973,4,love_songs
Bruno Major,A Song For Every Moon,Easily,2k9N4caeCIJLOWwWwssrEM,0.772,0.256,7,-8.545,0,0.0481,0.00612,0.144,0.357,118.902,210240,3,love_songs
Halsey,Finally // beautiful stranger,Finally // beautiful stranger,5YvcUK2eXJ2OllqDuEg18S,0.626,0.55,9,-5.105,0,0.029,0,0.118,0.123,133.976,221096,4,love_songs
Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11,-8.322,1,0.0468,0,0.105,0.718,150.953,242187,4,love_songs
The Police,Synchronicity (Remastered),Every Breath You Take - Remastered 2003,5C0LFQARavkPpn7JgA4sLk,0.82,0.452,1,-9.796,1,0.0348,0.00294,0.0701,0.74,117.401,253250,4,love_songs
